open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2024-11-06 14:00:00,0.27691,0.28039,0.26,0.26412,8437423,2024-11-06 14:14:59.999,2253120.00435,11132,4124196,1100765.69427,0
2024-11-06 14:15:00,0.2642,0.28614,0.26313,0.28125,26662988,2024-11-06 14:29:59.999,7312576.0374,28857,11886500,3256690.37521,0
2024-11-06 14:30:00,0.28125,0.30621,0.2801,0.30176,28508059,2024-11-06 14:44:59.999,8317617.09135,32914,13662937,3995893.33979,0
2024-11-06 14:45:00,0.30193,0.31609,0.29119,0.29324,45438834,2024-11-06 14:59:59.999,13830025.7714,51430,20180857,6149420.9558,0
2024-11-06 15:00:00,0.29287,0.30549,0.29056,0.30173,14380717,2024-11-06 15:14:59.999,4318828.89168,17614,6787982,2039747.70132,0
2024-11-06 15:15:00,0.30164,0.31,0.2981,0.30097,13681446,2024-11-06 15:29:59.999,4155008.08588,16414,6347235,1929477.97564,0
2024-11-06 15:30:00,0.30097,0.30097,0.28688,0.29276,13261899,2024-11-06 15:44:59.999,3897023.08057,17526,5507769,1618570.97076,0
2024-11-06 15:45:00,0.29276,0.30498,0.29269,0.30051,9741894,2024-11-06 15:59:59.999,2922321.82037,12387,4996480,1499262.40394,0
2024-11-06 16:00:00,0.30051,0.33572,0.30031,0.32057,36244071,2024-11-06 16:14:59.999,11622018.36831,44830,18302160,5867732.811,0
2024-11-06 16:15:00,0.3207,0.34295,0.31636,0.3363,25964495,2024-11-06 16:29:59.999,8574232.86327,33553,12983657,4289055.7385,0
2024-11-06 16:30:00,0.33683,0.344,0.32147,0.32669,32850034,2024-11-06 16:44:59.999,10982398.18108,41472,15041953,5031855.39832,0
2024-11-06 16:45:00,0.3265,0.32874,0.31438,0.31922,15700482,2024-11-06 16:59:59.999,5028032.71135,21279,7706938,2470536.43017,0
2024-11-06 17:00:00,0.31922,0.32395,0.309,0.32167,14252959,2024-11-06 17:14:59.999,4499603.25247,18248,7347715,2321554.30934,0
2024-11-06 17:15:00,0.32167,0.32649,0.3149,0.31807,11852027,2024-11-06 17:29:59.999,3793107.54989,16023,5554169,1778655.97726,0
2024-11-06 17:30:00,0.31814,0.33153,0.31613,0.32523,13982655,2024-11-06 17:44:59.999,4547113.57697,19038,7189892,2339123.32051,0
2024-11-06 17:45:00,0.32547,0.3289,0.3204,0.32541,9079036,2024-11-06 17:59:59.999,2953325.87643,13008,4321758,1406627.10163,0
2024-11-06 18:00:00,0.32534,0.3255,0.31724,0.32,9378192,2024-11-06 18:14:59.999,3007048.63001,13869,4311481,1383300.72904,0
2024-11-06 18:15:00,0.32016,0.329,0.31807,0.32606,6915696,2024-11-06 18:29:59.999,2241260.65835,10321,3446200,1117525.06891,0
2024-11-06 18:30:00,0.32606,0.32947,0.3225,0.32809,5516715,2024-11-06 18:44:59.999,1799675.56718,9953,2707487,883684.15399,0
2024-11-06 18:45:00,0.32794,0.3283,0.32376,0.32495,4033711,2024-11-06 18:59:59.999,1314990.90503,8659,1731793,564644.47579,0
2024-11-06 19:00:00,0.32496,0.32648,0.31814,0.3214,6943712,2024-11-06 19:14:59.999,2236983.53252,13079,3367955,1085807.74093,0
2024-11-06 19:15:00,0.32128,0.3236,0.3152,0.31631,6290933,2024-11-06 19:29:59.999,2004684.21026,11763,2516336,802314.37677,0
2024-11-06 19:30:00,0.31631,0.31917,0.30566,0.31122,12074425,2024-11-06 19:44:59.999,3752205.86286,25619,5951814,1849757.04733,0
2024-11-06 19:45:00,0.31118,0.31336,0.30426,0.3121,6776015,2024-11-06 19:59:59.999,2089786.57572,14540,3342065,1031595.05665,0
2024-11-06 20:00:00,0.31211,0.31224,0.30557,0.3076,4403072,2024-11-06 20:14:59.999,1359025.7969,10224,2287659,706024.82519,0
2024-11-06 20:15:00,0.30769,0.31041,0.3026,0.30294,4278229,2024-11-06 20:29:59.999,1307629.28384,8525,2074856,634521.46133,0
2024-11-06 20:30:00,0.30296,0.30624,0.28747,0.296,13018773,2024-11-06 20:44:59.999,3856400.40807,22005,6098535,1810154.37167,0
2024-11-06 20:45:00,0.296,0.29968,0.28934,0.2912,9685975,2024-11-06 20:59:59.999,2843787.34478,16930,5444938,1599532.09092,0
2024-11-06 21:00:00,0.29107,0.3052,0.29014,0.30273,9532369,2024-11-06 21:14:59.999,2854995.31986,18725,5352523,1602665.96985,0
2024-11-06 21:15:00,0.30253,0.30906,0.30067,0.3076,7472263,2024-11-06 21:29:59.999,2287861.71564,12038,3207903,982453.40484,0
2024-11-06 21:30:00,0.3076,0.312,0.30451,0.30493,5278570,2024-11-06 21:44:59.999,1629207.40781,9598,2726193,841760.24661,0
2024-11-06 21:45:00,0.30489,0.31156,0.30313,0.30613,3881554,2024-11-06 21:59:59.999,1191135.85242,7837,1890721,580541.45095,0
2024-11-06 22:00:00,0.30613,0.30778,0.30153,0.3041,2156621,2024-11-06 22:14:59.999,655999.30798,4986,1153284,350907.2747,0
2024-11-06 22:15:00,0.30409,0.30429,0.29409,0.2968,4436779,2024-11-06 22:29:59.999,1326835.96952,9014,2128002,636052.66193,0
2024-11-06 22:30:00,0.29683,0.30218,0.29262,0.3007,4027376,2024-11-06 22:44:59.999,1192597.47753,7580,2191314,649022.02024,0
2024-11-06 22:45:00,0.30051,0.30728,0.29999,0.30511,4402290,2024-11-06 22:59:59.999,1339509.56571,8765,2030891,618492.16818,0
2024-11-06 23:00:00,0.30511,0.30908,0.3002,0.30151,3031226,2024-11-06 23:14:59.999,922071.41017,7092,1354494,412340.23745,0
2024-11-06 23:15:00,0.30139,0.302,0.29491,0.29901,3695427,2024-11-06 23:29:59.999,1101623.82535,7119,1726667,514717.39132,0
2024-11-06 23:30:00,0.29885,0.29921,0.29445,0.29894,1899689,2024-11-06 23:44:59.999,563179.6151,3563,976520,289538.92399,0
2024-11-06 23:45:00,0.29899,0.29972,0.29596,0.29943,1356446,2024-11-06 23:59:59.999,404501.88838,3293,749323,223517.91739,0
2024-11-07 00:00:00,0.29955,0.29991,0.28964,0.29333,6075615,2024-11-07 00:14:59.999,1782237.35283,12992,3024654,887818.21925,0
2024-11-07 00:15:00,0.2932,0.3,0.29192,0.29721,3832968,2024-11-07 00:29:59.999,1133241.59453,9709,2214110,655103.70761,0
2024-11-07 00:30:00,0.2971,0.29792,0.29159,0.29487,3296030,2024-11-07 00:44:59.999,972011.22608,7676,1582914,467012.62633,0
2024-11-07 00:45:00,0.29487,0.29684,0.28544,0.29586,7933394,2024-11-07 00:59:59.999,2305071.80871,15891,3805133,1106814.64639,0
2024-11-07 01:00:00,0.29593,0.30561,0.29245,0.30382,5750957,2024-11-07 01:14:59.999,1714669.45823,11628,2851446,851688.08809,0
