open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2025-03-13 08:00:00,1.6773,1.82,1.572,1.5801,2610384.7,2025-03-13 08:14:59.999,4432633.07224,34231,1171152.2,1996242.5555,0
2025-03-13 08:15:00,1.5801,1.633,1.4354,1.5091,5198029.3,2025-03-13 08:29:59.999,7796338.88308,61258,2426612.4,3641025.94979,0
2025-03-13 08:30:00,1.5092,1.556,1.45,1.4866,3126122.2,2025-03-13 08:44:59.999,4687387.69109,39065,1562521.5,2347080.33692,0
2025-03-13 08:45:00,1.4883,1.5466,1.4619,1.4827,2146912.0,2025-03-13 08:59:59.999,3226361.23206,31803,1148814.4,1726961.10189,0
2025-03-13 09:00:00,1.4839,1.5258,1.4651,1.52,1556565.6,2025-03-13 09:14:59.999,2331201.55862,28443,748287.6,1122087.43011,0
2025-03-13 09:15:00,1.52,1.58,1.5055,1.5448,2176545.8,2025-03-13 09:29:59.999,3344535.1671,35780,1203722.1,1852111.85599,0
2025-03-13 09:30:00,1.5448,1.5896,1.5264,1.5864,2021322.1,2025-03-13 09:44:59.999,3152292.23021,40061,1094891.5,1709393.76935,0
2025-03-13 09:45:00,1.5865,1.7599,1.5676,1.723,6111275.9,2025-03-13 09:59:59.999,10222148.1038,100424,3264872.3,5459016.72015,0
2025-03-13 10:00:00,1.7225,1.8524,1.71,1.7311,8282820.4,2025-03-13 10:14:59.999,14675950.60591,105852,4216346.4,7475258.3831,0
2025-03-13 10:15:00,1.731,1.7331,1.6388,1.7025,4739836.4,2025-03-13 10:29:59.999,7973447.51791,67499,2297929.7,3867350.20523,0
2025-03-13 10:30:00,1.7028,1.7538,1.6544,1.6664,3128440.8,2025-03-13 10:44:59.999,5301343.06645,45394,1595237.4,2705090.20952,0
2025-03-13 10:45:00,1.6664,1.6898,1.6457,1.6835,1717673.9,2025-03-13 10:59:59.999,2869227.85199,20425,849979.1,1420931.13458,0
2025-03-13 11:00:00,1.6835,1.6861,1.5534,1.5786,4361711.2,2025-03-13 11:14:59.999,6996462.38166,51523,1963752.1,3149074.73536,0
2025-03-13 11:15:00,1.5786,1.6229,1.5654,1.612,2170595.7,2025-03-13 11:29:59.999,3474487.81856,27089,1150725.4,1841615.82577,0
2025-03-13 11:30:00,1.6118,1.6397,1.5521,1.5658,2608573.4,2025-03-13 11:44:59.999,4139512.44001,32229,1221774.2,1939654.77192,0
2025-03-13 11:45:00,1.5648,1.6233,1.5334,1.6015,3551057.8,2025-03-13 11:59:59.999,5580441.78501,52130,1810368.1,2847406.67009,0
2025-03-13 12:00:00,1.6011,1.6011,1.5544,1.574,1794469.6,2025-03-13 12:14:59.999,2815252.79534,27514,872269.1,1368811.49369,0
2025-03-13 12:15:00,1.5738,1.5935,1.5422,1.5727,1529437.7,2025-03-13 12:29:59.999,2399352.90962,20931,747452.5,1172840.50057,0
2025-03-13 12:30:00,1.5713,1.6286,1.5428,1.6178,2858199.9,2025-03-13 12:44:59.999,4519059.10035,32987,1512203.9,2391615.22987,0
2025-03-13 12:45:00,1.6169,1.6394,1.5829,1.6376,2155740.3,2025-03-13 12:59:59.999,3486571.30911,25990,1104899.8,1787892.44118,0
2025-03-13 13:00:00,1.6375,1.655,1.5805,1.5954,2696088.4,2025-03-13 13:14:59.999,4350541.59928,28072,1403376.4,2263976.63648,0
2025-03-13 13:15:00,1.595,1.6049,1.5591,1.5716,1344713.1,2025-03-13 13:29:59.999,2135063.35284,15200,605561.2,962252.87817,0
2025-03-13 13:30:00,1.5727,1.5945,1.5588,1.5802,1424869.5,2025-03-13 13:44:59.999,2246982.37472,17000,723977.0,1142255.69778,0
2025-03-13 13:45:00,1.5803,1.639,1.5711,1.6039,2052571.2,2025-03-13 13:59:59.999,3288086.4244,28251,1054596.6,1689898.31626,0
2025-03-13 14:00:00,1.603,1.6299,1.585,1.608,1375571.8,2025-03-13 14:14:59.999,2207538.3581,17662,667941.2,1071889.05717,0
2025-03-13 14:15:00,1.6084,1.63,1.5937,1.6275,924174.7,2025-03-13 14:29:59.999,1487050.22507,14906,466342.2,750853.61369,0
2025-03-13 14:30:00,1.6276,1.638,1.6002,1.621,1029452.7,2025-03-13 14:44:59.999,1665471.8763,15211,498626.2,806935.95419,0
2025-03-13 14:45:00,1.6208,1.6233,1.565,1.5839,1728884.1,2025-03-13 14:59:59.999,2740003.28845,24034,834748.6,1323453.30511,0
2025-03-13 15:00:00,1.5828,1.619,1.5711,1.5921,1312363.9,2025-03-13 15:14:59.999,2095200.56123,18154,637242.3,1017778.60894,0
2025-03-13 15:15:00,1.592,1.5949,1.5455,1.5597,1443875.3,2025-03-13 15:29:59.999,2267063.83095,17412,671577.7,1055094.44546,0
2025-03-13 15:30:00,1.56,1.5846,1.5302,1.5685,1986394.8,2025-03-13 15:44:59.999,3094039.56353,27136,1024164.3,1596049.08251,0
2025-03-13 15:45:00,1.5684,1.6049,1.5517,1.5681,1387065.4,2025-03-13 15:59:59.999,2187215.65704,18201,707941.6,1116379.65517,0
2025-03-13 16:00:00,1.5673,1.573,1.5101,1.5375,1893843.9,2025-03-13 16:14:59.999,2906870.65541,24432,868749.3,1333482.24361,0
2025-03-13 16:15:00,1.5383,1.5469,1.48,1.495,2427733.8,2025-03-13 16:29:59.999,3677949.95937,29291,1134221.0,1719256.53219,0
2025-03-13 16:30:00,1.4939,1.5335,1.477,1.5063,2366676.8,2025-03-13 16:44:59.999,3564245.31382,30590,1187418.9,1788708.07547,0
2025-03-13 16:45:00,1.5063,1.54,1.4963,1.5311,1396271.4,2025-03-13 16:59:59.999,2123776.96935,20213,683392.9,1039711.52371,0
2025-03-13 17:00:00,1.5313,1.6363,1.5175,1.5845,2852927.4,2025-03-13 17:14:59.999,4493550.91573,37168,1494722.0,2356753.74126,0
2025-03-13 17:15:00,1.5833,1.598,1.549,1.5576,2242837.7,2025-03-13 17:29:59.999,3512895.64068,31136,1167886.0,1829980.83338,0
2025-03-13 17:30:00,1.5583,1.57,1.5465,1.5563,929595.7,2025-03-13 17:44:59.999,1448625.12931,16565,473876.1,738795.46763,0
2025-03-13 17:45:00,1.5563,1.6106,1.5544,1.5672,1413876.7,2025-03-13 17:59:59.999,2225813.83123,22884,754071.2,1187225.97935,0
2025-03-13 18:00:00,1.5685,1.5833,1.5455,1.5618,1031464.8,2025-03-13 18:14:59.999,1616379.54191,16886,504402.0,790799.38411,0
2025-03-13 18:15:00,1.5619,1.5641,1.5084,1.5273,983924.2,2025-03-13 18:29:59.999,1507304.05735,17732,447588.4,685909.3121,0
2025-03-13 18:30:00,1.5273,1.5399,1.502,1.5375,749138.3,2025-03-13 18:44:59.999,1142498.35999,15683,372084.5,567807.96475,0
2025-03-13 18:45:00,1.5374,1.55,1.5236,1.536,576024.4,2025-03-13 18:59:59.999,885119.21696,11623,277163.9,426024.7434,0
2025-03-13 19:00:00,1.5367,1.5907,1.5355,1.5531,1350523.8,2025-03-13 19:14:59.999,2099907.2208,20709,716910.1,1115241.84752,0
2025-03-13 19:15:00,1.5532,1.566,1.5346,1.5596,709315.1,2025-03-13 19:29:59.999,1100422.25877,15556,353221.9,548367.28491,0
2025-03-13 19:30:00,1.5586,1.5772,1.5323,1.5505,1016033.6,2025-03-13 19:44:59.999,1578376.66753,18523,492193.8,765417.97518,0
2025-03-13 19:45:00,1.5514,1.5576,1.5199,1.541,771387.4,2025-03-13 19:59:59.999,1186763.20763,15516,388234.6,597529.14712,0
2025-03-13 20:00:00,1.5418,1.5569,1.5251,1.5473,837230.8,2025-03-13 20:14:59.999,1293492.60047,18631,385477.8,595791.23775,0
2025-03-13 20:15:00,1.5471,1.5676,1.5362,1.5477,1263018.1,2025-03-13 20:29:59.999,1957672.75878,22578,673324.4,1044222.89795,0
2025-03-13 20:30:00,1.5481,1.5568,1.5391,1.5474,377803.8,2025-03-13 20:44:59.999,584987.41598,8672,204169.1,316255.55945,0
2025-03-13 20:45:00,1.5477,1.685,1.5315,1.6535,2367362.9,2025-03-13 20:59:59.999,3797822.21129,37392,1309891.6,2105731.95647,0
2025-03-13 21:00:00,1.6535,1.6974,1.61,1.6347,2808797.1,2025-03-13 21:14:59.999,4616879.41959,47897,1358307.5,2233466.03614,0
2025-03-13 21:15:00,1.6351,1.6355,1.51,1.5387,3020226.6,2025-03-13 21:29:59.999,4713635.12783,52324,1402120.7,2186407.88687,0
2025-03-13 21:30:00,1.539,1.5692,1.5236,1.5435,862476.3,2025-03-13 21:44:59.999,1334282.85465,19404,412875.3,639239.87391,0
2025-03-13 21:45:00,1.5435,1.5717,1.53,1.5512,620159.4,2025-03-13 21:59:59.999,961398.27826,12741,320228.9,496680.10924,0
2025-03-13 22:00:00,1.5517,1.58,1.5475,1.5557,664122.6,2025-03-13 22:14:59.999,1037063.00155,10059,356141.1,556359.97217,0
2025-03-13 22:15:00,1.555,1.5763,1.5514,1.5616,529388.5,2025-03-13 22:29:59.999,827740.2308,8091,230472.7,360248.19742,0
2025-03-13 22:30:00,1.5615,1.577,1.5582,1.5672,415553.5,2025-03-13 22:44:59.999,651818.60368,6245,216259.3,339340.24747,0
2025-03-13 22:45:00,1.5672,1.61,1.5658,1.5872,602475.5,2025-03-13 22:59:59.999,955872.1733,9671,339471.8,538363.14478,0
2025-03-13 23:00:00,1.5873,1.6095,1.5859,1.5953,539547.4,2025-03-13 23:14:59.999,862368.41498,9511,271483.3,433926.23993,0
2025-03-13 23:15:00,1.5955,1.5996,1.5527,1.5792,664599.3,2025-03-13 23:29:59.999,1049523.88964,9386,295338.1,466379.84282,0
2025-03-13 23:30:00,1.5793,1.5952,1.5567,1.5855,721473.9,2025-03-13 23:44:59.999,1138905.01434,10258,346849.8,547818.66374,0
2025-03-13 23:45:00,1.5858,1.615,1.5656,1.6002,718840.9,2025-03-13 23:59:59.999,1144654.28757,10869,361845.8,576546.69033,0
2025-03-14 00:00:00,1.6,1.63,1.5762,1.603,958357.7,2025-03-14 00:14:59.999,1537130.84809,15372,481089.1,772390.50462,0
2025-03-14 00:15:00,1.6027,1.625,1.5914,1.6031,913221.3,2025-03-14 00:29:59.999,1470953.89464,13926,441651.6,711654.64572,0
2025-03-14 00:30:00,1.6031,1.6196,1.5874,1.613,646828.3,2025-03-14 00:44:59.999,1034654.02426,8663,321368.0,514216.47643,0
2025-03-14 00:45:00,1.6125,1.6193,1.597,1.6085,396861.4,2025-03-14 00:59:59.999,638089.12019,7524,175142.4,281694.08282,0
2025-03-14 01:00:00,1.6081,1.6094,1.5827,1.5891,540374.7,2025-03-14 01:14:59.999,860289.8601,8733,251587.3,400503.3593,0
2025-03-14 01:15:00,1.5896,1.6215,1.5496,1.5682,1138787.7,2025-03-14 01:29:59.999,1806230.37916,16011,514748.4,817207.59123,0
2025-03-14 01:30:00,1.5685,1.58,1.5468,1.5488,589946.9,2025-03-14 01:44:59.999,924870.42475,9587,278426.8,437018.71738,0
2025-03-14 01:45:00,1.5491,1.584,1.54,1.562,947709.7,2025-03-14 01:59:59.999,1484182.989,13100,498903.7,781306.69955,0
2025-03-14 02:00:00,1.5621,1.5642,1.511,1.5345,1424153.2,2025-03-14 02:14:59.999,2188976.17102,18833,647194.3,995300.49702,0
2025-03-14 02:15:00,1.5344,1.565,1.528,1.5527,1024761.3,2025-03-14 02:29:59.999,1585451.78485,13229,551197.9,853255.17457,0
2025-03-14 02:30:00,1.5527,1.58,1.5481,1.5706,507293.9,2025-03-14 02:44:59.999,793292.62116,7428,262941.1,411335.78029,0
2025-03-14 02:45:00,1.5706,1.584,1.5696,1.5832,525948.6,2025-03-14 02:59:59.999,828933.00093,6817,303130.3,477809.37912,0
2025-03-14 03:00:00,1.5836,1.5882,1.56,1.582,595553.6,2025-03-14 03:14:59.999,937777.54601,9508,277641.5,437317.99422,0
2025-03-14 03:15:00,1.5819,1.6549,1.5725,1.62,1586093.9,2025-03-14 03:29:59.999,2560068.4836,20347,899835.9,1451883.95913,0
2025-03-14 03:30:00,1.6212,1.6212,1.5891,1.5958,876511.3,2025-03-14 03:44:59.999,1409346.99324,15210,404550.7,650720.69178,0
2025-03-14 03:45:00,1.5954,1.5966,1.561,1.577,1042522.6,2025-03-14 03:59:59.999,1645090.30455,15509,505373.8,797594.54672,0
2025-03-14 04:00:00,1.5768,1.596,1.56,1.5788,777506.1,2025-03-14 04:14:59.999,1227111.4947,10953,393321.8,621030.19354,0
2025-03-14 04:15:00,1.5786,1.583,1.5604,1.575,587659.4,2025-03-14 04:29:59.999,923061.19697,10936,305145.0,479601.04321,0
2025-03-14 04:30:00,1.5755,1.5768,1.563,1.566,248102.7,2025-03-14 04:44:59.999,389570.0105,5758,108304.6,170072.0042,0
2025-03-14 04:45:00,1.5659,1.5838,1.5645,1.572,391598.1,2025-03-14 04:59:59.999,616061.82688,7945,204814.2,322291.90571,0
2025-03-14 05:00:00,1.5719,1.5738,1.5431,1.5588,781863.0,2025-03-14 05:14:59.999,1217668.68293,10829,402123.6,626619.15727,0
2025-03-14 05:15:00,1.5592,1.57,1.5344,1.5543,500659.3,2025-03-14 05:29:59.999,777568.69746,8421,240380.5,373620.27873,0
2025-03-14 05:30:00,1.5542,1.5829,1.548,1.571,439312.9,2025-03-14 05:44:59.999,688548.01069,7333,222340.8,348672.81396,0
2025-03-14 05:45:00,1.5708,1.5912,1.5648,1.5812,528832.8,2025-03-14 05:59:59.999,833809.19173,8714,274317.3,432715.16981,0
2025-03-14 06:00:00,1.5814,1.585,1.551,1.5627,469069.5,2025-03-14 06:14:59.999,734873.64199,7221,227815.1,357000.57627,0
2025-03-14 06:15:00,1.5627,1.5802,1.555,1.568,350574.3,2025-03-14 06:29:59.999,550358.61552,6001,166855.2,261998.18228,0
2025-03-14 06:30:00,1.5685,1.5787,1.5409,1.546,773716.2,2025-03-14 06:44:59.999,1206918.39142,9573,383233.0,598002.26948,0
2025-03-14 06:45:00,1.5456,1.5565,1.5402,1.5544,357300.0,2025-03-14 06:59:59.999,553525.35459,6697,190196.6,294731.43799,0
